Modèle,État,Année-Modèle,Marque,Origine,Kilométrage,Première main,Nombre de portes,carburant,Ville,boite,puissance,price
206,Bon,2001,Peugeot,WW au Maroc,22499.5,Non,5,,Casablanca,Manuelle,6 CV,125000.0
ix 35,Excellent,2013,Hyundai,WW au Maroc,174999.5,Non,5,Diesel,Agadir,,7 CV,42000.0
Fiesta,Très bon,2017,Ford,WW au Maroc,164999.5,,5,,Casablanca,Automatique,8 CV,145000.0
Elantra,,2018,Hyundai,,164999.5,Non,,Diesel,Meknès,Manuelle,,98000.0
Range Rover Sport,Excellent,2019,Land Rover,,87499.5,Oui,5,,Rabat,Manuelle,6 CV,140000.0
Touran,6,2017,Volkswagen,Dédouanée,224999.5,Oui,5,Diesel,Casablanca,,12 CV,680000.0
Dokker,Très bon,2017,Dacia,WW au Maroc,114999.5,Non,5,Diesel,Tanger,,8 CV,273000.0
Yaris,6,2021,Toyota,WW au Maroc,17499.5,Oui,5,Diesel,Khouribga,Manuelle,,118000.0
Classe C,6,2000,Mercedes-Benz,Dédouanée,184999.5,Non,5,Essence,Meknès,Manuelle,,145000.0
Clio,Excellent,2019,Renault,Dédouanée,124999.5,Oui,5,Essence,Oujda,Manuelle,,53000.0
Clio,6,2020,Renault,WW au Maroc,72499.5,Oui,5,Diesel,Agadir,Manuelle,,117000.0
Astra,Très bon,2011,Opel,WW au Maroc,184999.5,Non,5,Diesel,Casablanca,,6 CV,108000.0
306,,2002,Peugeot,,274999.5,,,Diesel,Meknès,Manuelle,,98000.0
Macan,Excellent,2021,Porsche,Importée neuve,27499.5,Oui,5,Diesel,Rabat,,7 CV,40000.0
Clio,Bon,2017,Renault,WW au Maroc,124999.5,Non,5,Essence,Tanger,Automatique,,860000.0
Classe M,Excellent,2014,Mercedes-Benz,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,,6 CV,98000.0
220,Bon,2001,Mercedes-Benz,Dédouanée,374999.5,,5,Diesel,Casablanca,,9 CV,220000.0
COMBO,6,2019,Opel,WW au Maroc,42499.5,Oui,5,Diesel,Marrakech,Manuelle,,78000.0
Q3,,2017,Audi,,104999.5,,,Diesel,Casablanca,,6 CV,160000.0
Polo,Bon,2006,Volkswagen,WW au Maroc,224999.5,Non,5,nan,Casablanca,,8 CV,295000.0
DS 3,,2020,DS,,42499.5,,,,Tanger,Manuelle,8 CV,53000.0
i 10,Bon,2018,Hyundai,WW au Maroc,67499.5,,5,Diesel,Casablanca,,6 CV,245000.0
Serie 4,,2015,BMW,Importée neuve,154999.5,,,Essence,Casablanca,Manuelle,,98000.0
Micra,Très bon,2017,Nissan,,104999.5,,,Diesel,Rabat,,8 CV,320000.0
206,,2002,Peugeot,,2499.5,,,,Rabat,Manuelle,6 CV,128000.0
Range Rover Evoque,Excellent,2020,Land Rover,WW au Maroc,72499.5,Oui,5,nan,Fès,,7 CV,44000.0
208,Très bon,2020,Peugeot,WW au Maroc,42499.5,Oui,5,,Casablanca,Automatique,8 CV,430000.0
cayenne_coupe,Excellent,2020,Porsche,Importée neuve,27499.5,Oui,5,Diesel,Fès,,6 CV,129000.0
Fusion,Très bon,2016,Ford,WW au Maroc,154999.5,Non,5,Hybride,Tanger,,11 CV,1270.0
Macan,Excellent,2017,Porsche,WW au Maroc,82499.5,,5,,Casablanca,Automatique,8 CV,174000.0
Q7,Très bon,2016,Audi,WW au Maroc,174999.5,Oui,5,Diesel,Kénitra,Automatique,,400000.0
C3,Très bon,2007,Citroen,WW au Maroc,194999.5,Non,5,Diesel,Casablanca,,12 CV,310000.0
Passat,Excellent,2017,Volkswagen,WW au Maroc,174999.5,,5,,Casablanca,Manuelle,6 CV,49000.0
Fiesta,Très bon,2015,Ford,WW au Maroc,87499.5,Non,5,,Rabat,Manuelle,8 CV,158000.0
508,Très bon,2012,Peugeot,WW au Maroc,194999.5,Oui,5,Diesel,Fès,Manuelle,,98000.0
Atos,Bon,2008,Hyundai,WW au Maroc,184999.5,Non,5,Diesel,Tanger,,6 CV,118000.0
Corolla,,2019,Toyota,,134999.5,,,,Khemisset,Manuelle,6 CV,38000.0
i 40,,2014,Hyundai,,77499.5,,,Diesel,Rabat,nan,,140000.0
Leon,,2017,Seat,,114999.5,,,Diesel,Rabat,nan,,142000.0
Dokker,,2020,Dacia,,87499.5,,,nan,Rabat,,8 CV,202000.0
A6,,2016,Audi,,114999.5,,,nan,Rabat,,6 CV,126000.0
308,,2015,Peugeot,,164999.5,,,nan,Casablanca,,8 CV,247000.0
V40 Cross Country,,2017,Volvo,,114999.5,,,Diesel,Casablanca,nan,,134000.0
Classe E,,2015,Mercedes-Benz,,174999.5,,,nan,Agadir,,8 CV,173000.0
Touareg,,2017,Volkswagen,,114999.5,,,nan,Salé,,9 CV,221000.0
Kuga,,2021,Ford,,17499.5,,,Diesel,Rabat,nan,,227000.0
Golf,,2017,Volkswagen,,57499.5,,,Diesel,Agadir,nan,,275000.0
Passat,,2013,Volkswagen,,164999.5,,,nan,Casablanca,,8 CV,185000.0
Kuga,,2017,Ford,,164999.5,,,nan,Casablanca,,8 CV,144000.0
Clio,,2017,Renault,,97499.5,,,nan,Casablanca,,8 CV,187000.0
250,Excellent,2017,Mercedes-Benz,Importée neuve,114999.5,Non,5,Diesel,Rabat,nan,,135000.0
Tiguan,,2018,Volkswagen,,97499.5,,,,Tétouan,Automatique,9 CV,530000.0
i 30,6,2013,Hyundai,WW au Maroc,134999.5,Oui,5,Diesel,Rabat,nan,,213000.0
Kuga,,2016,Ford,,114999.5,,,Diesel,Tétouan,,6 CV,115000.0
CX-5,,2020,Mazda,,62499.5,,,nan,Casablanca,,8 CV,170000.0
Juke,,2022,Nissan,,12499.5,,,nan,Casablanca,,9 CV,258000.0
C5,,2019,Citroen,,47499.5,,,nan,Rabat,,6 CV,247000.0
XC90,Excellent,2016,Volvo,WW au Maroc,77499.5,Oui,5,Essence,Rabat,nan,,149000.0
Picanto,,2021,Kia,,27499.5,,,Diesel,Casablanca,,10 CV,400000.0
500,,2014,Fiat,,52499.5,,,nan,Casablanca,,6 CV,115000.0
Touareg,,2016,Volkswagen,,174999.5,,,nan,Casablanca,,7 CV,88000.0
Laguna,Très bon,2005,Renault,WW au Maroc,32499.5,Non,5,nan,Casablanca,,12 CV,237000.0
Range Rover Evoque,,2016,Land Rover,,114999.5,,,Diesel,Tanger,Manuelle,,60000.0
Touareg,,2020,Volkswagen,,92499.5,,,Diesel,Casablanca,nan,,260000.0
Jetta,,2016,Volkswagen,,144999.5,,,Diesel,Casablanca,nan,,279000.0
Clio,Excellent,2020,Renault,WW au Maroc,2499.5,,5,nan,Casablanca,,6 CV,155000.0
208,,2020,Peugeot,,47499.5,,,Diesel,Oujda,,6 CV,129000.0
Serie 1,,2015,BMW,,134999.5,,,nan,Casablanca,,6 CV,160000.0
Classe CLA,,2014,Mercedes-Benz,,134999.5,,,nan,Marrakech,,8 CV,218000.0
Classe C,Excellent,2012,Mercedes-Benz,Dédouanée,274999.5,,,nan,Casablanca,,11 CV,210000.0
Classe C,,2017,Mercedes-Benz,,164999.5,,,Diesel,Casablanca,Automatique,,210000.0
Touareg,,2014,Volkswagen,,144999.5,,,Diesel,Rabat,nan,,360000.0
Q5,Bon,2016,Audi,Dédouanée,17499.5,Non,5,nan,Casablanca,,12 CV,135000.0
Sandero,,2021,Dacia,,27499.5,,,,Béni Mellal,Manuelle,8 CV,310000.0
207,6,2007,Peugeot,,22499.5,Non,5,Diesel,Agadir,nan,,133000.0
Corolla,6,2022,Toyota,WW au Maroc,22499.5,Oui,5,Diesel,Nador,nan,,73000.0
Clio,Excellent,2017,Renault,WW au Maroc,104999.5,,5,,Tanger,Automatique,10 CV,218000.0
Uno,,1996,Fiat,,174999.5,,,Diesel,Tanger,Automatique,,138000.0
Serie 1,Excellent,2010,BMW,WW au Maroc,154999.5,,5,nan,Marrakech,,5 CV,27000.0
Renegade,Très bon,2018,Jeep,WW au Maroc,87499.5,Non,5,,Casablanca,Manuelle,9 CV,92000.0
Serie 1,Très bon,2012,BMW,WW au Maroc,144999.5,Oui,5,Diesel,Fès,Automatique,,205000.0
Corolla,Très bon,2004,Toyota,WW au Maroc,374999.5,,5,Diesel,Casablanca,,8 CV,157000.0
Accent,Très bon,2019,Hyundai,WW au Maroc,87499.5,,5,Diesel,Ouled Teïma,Manuelle,,58000.0
Uno,Bon,1997,Fiat,,224999.5,Oui,,Diesel,Kénitra,Manuelle,,114000.0
Captur,Très bon,2013,Renault,,124999.5,,5,Essence,Casablanca,nan,,22000.0
Discovery,Très bon,2000,Land Rover,Dédouanée,374999.5,Oui,5,Diesel,Marrakech,Manuelle,,132000.0
Punto,Bon,2014,Fiat,WW au Maroc,114999.5,Oui,5,Diesel,Agadir,,10 CV,70000.0
Octavia,Très bon,2011,Skoda,WW au Maroc,164999.5,Oui,5,,Tanger,Manuelle,5 CV,89000.0
Fiesta,Excellent,2018,Ford,WW au Maroc,82499.5,Oui,5,,Agadir,Automatique,8 CV,120000.0
D-MAX,Bon,2006,Isuzu,WW au Maroc,274999.5,,5,Diesel,Fès,,6 CV,95000.0
Accord,Excellent,2008,Honda,WW au Maroc,194999.5,Oui,5,Diesel,Khénifra,Manuelle,,82000.0
Wraith,Très bon,1997,Rolls-Royce,WW au Maroc,2499.5,Non,5,Essence,Casablanca,Automatique,,75000.0
500,Bon,2021,Fiat,WW au Maroc,52499.5,Oui,5,Diesel,Tanger,Manuelle,,32000.0
COMBO,Très bon,2021,Opel,WW au Maroc,32499.5,Non,,Essence,Salé,Automatique,,122000.0
Polo,Très bon,2007,Volkswagen,WW au Maroc,154999.5,Non,5,,Salé,Manuelle,6 CV,155000.0
Tiguan,Excellent,2017,Volkswagen,WW au Maroc,17499.5,Non,5,Essence,Tanger,Manuelle,,65000.0
Partner,Très bon,2018,Peugeot,WW au Maroc,124999.5,Oui,5,,Meknès,Manuelle,8 CV,242000.0
landtrek,Excellent,2018,Peugeot,WW au Maroc,67499.5,Non,5,,Casablanca,Manuelle,6 CV,105000.0
Polo,Très bon,2006,Volkswagen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,Manuelle,,109000.0
206,Très bon,2005,Peugeot,WW au Maroc,32499.5,Oui,3,,Tanger,Manuelle,8 CV,53000.0
Touareg,6,2016,Volkswagen,WW au Maroc,224999.5,Oui,5,Diesel,Skhirat,Manuelle,,58000.0
Megane,Excellent,2008,Renault,Dédouanée,164999.5,Non,5,Diesel,Rabat,Automatique,,188000.0
Octavia,Très bon,2018,Skoda,WW au Maroc,164999.5,Non,5,,Casablanca,Manuelle,6 CV,60000.0
250,Excellent,1999,Mercedes-Benz,Dédouanée,12499.5,Non,5,Diesel,Rabat,Manuelle,,1620.0
Uno,Bon,1996,Fiat,WW au Maroc,224999.5,Non,5,Diesel,Kénitra,,10 CV,55000.0
Touareg,Très bon,2020,Volkswagen,WW au Maroc,27499.5,Oui,5,Essence,Agadir,Manuelle,,25000.0
Talisman,Excellent,2016,Renault,Dédouanée,114999.5,,,,Casablanca,Automatique,12 CV,425000.0
Jazz,6,2021,Honda,WW au Maroc,12499.5,Oui,5,Diesel,Berkane,,6 CV,196000.0
301,Excellent,2016,Peugeot,WW au Maroc,92499.5,Non,5,Hybride,Rabat,,9 CV,205000.0
208,Excellent,2022,Peugeot,WW au Maroc,47499.5,Oui,5,,Kénitra,Manuelle,6 CV,95000.0
Corsa,Très bon,2002,Opel,WW au Maroc,324999.5,Non,5,Diesel,Tanger,,6 CV,167000.0
Fiesta,Bon,2012,Ford,WW au Maroc,154999.5,Non,5,,Nador,Manuelle,6 CV,41000.0
GOLF 4,Bon,2002,Volkswagen,WW au Maroc,164999.5,Non,5,Essence,Essaouira,,6 CV,59000.0
GOLF 2,Excellent,1991,Volkswagen,Dédouanée,17499.5,Non,5,Diesel,Essaouira,Manuelle,,59000.0
Classe B,Excellent,2008,Mercedes-Benz,WW au Maroc,324999.5,,5,,Nador,Manuelle,6 CV,42000.0
Siena,,2004,Fiat,,194999.5,,,Diesel,Inzegan,Manuelle,,60000.0
A8,Très bon,2013,Audi,WW au Maroc,324999.5,Oui,5,nan,Benslimane,,7 CV,35000.0
Symbol,Excellent,2009,Renault,WW au Maroc,2499.5,,5,Diesel,Mohammedia,,12 CV,195000.0
Cayenne,Excellent,2015,Porsche,WW au Maroc,194999.5,Non,5,Essence,Errachidia,,7 CV,55000.0
M6,Très bon,2009,BMW,WW au Maroc,104999.5,Non,3,Diesel,Casablanca,Automatique,,425000.0
Bipper,Très bon,2014,Peugeot,WW au Maroc,144999.5,,5,,Casablanca,Automatique,28 CV,320000.0
Range Rover Sport,Très bon,2007,Land Rover,WW au Maroc,224999.5,Non,5,,Casablanca,Manuelle,6 CV,59000.0
lx,Excellent,2018,Lexus,WW au Maroc,104999.5,Non,5,Diesel,Casablanca,Automatique,,115000.0
Octavia,Très bon,2018,Skoda,WW au Maroc,77499.5,Oui,5,,Casablanca,Automatique,18 CV,680000.0
pajero,Bon,2003,Mitsubishi,Dédouanée,184999.5,Non,5,,Casablanca,Automatique,8 CV,195000.0
STAVIC,Excellent,2016,Ssangyong,WW au Maroc,134999.5,Non,5,,Casablanca,Automatique,12 CV,78000.0
Range Rover Evoque,Excellent,2015,Land Rover,Importée neuve,164999.5,,5,Diesel,Casablanca,,8 CV,75000.0
Avensis,Très bon,2010,Toyota,WW au Maroc,224999.5,,5,,Marrakech,Automatique,9 CV,250000.0
L200,Excellent,2018,Mitsubishi,WW au Maroc,104999.5,Non,5,Diesel,Safi,,8 CV,104000.0
Corolla,Excellent,2014,Toyota,WW au Maroc,134999.5,Non,5,,Rabat,Manuelle,10 CV,95000.0
208,Excellent,2020,Peugeot,WW au Maroc,82499.5,Non,5,Diesel,Fès,Manuelle,,120000.0
Kangoo,Très bon,2018,Renault,WW au Maroc,72499.5,Oui,5,,Fès,Manuelle,6 CV,135000.0
Focus,Très bon,2018,Ford,WW au Maroc,62499.5,Oui,5,,Fès,Manuelle,6 CV,129000.0
Focus,Très bon,2018,Ford,WW au Maroc,57499.5,Oui,5,Diesel,Fès,Manuelle,,169000.0
Corolla,Excellent,2016,Toyota,WW au Maroc,154999.5,Non,5,Diesel,Fès,,6 CV,159000.0
Micra,Très bon,2018,Nissan,WW au Maroc,62499.5,Oui,5,,Rabat,Manuelle,5 CV,138000.0
Clio,Très bon,2016,Renault,WW au Maroc,97499.5,Oui,5,,Fès,Manuelle,6 CV,118000.0
Touareg,Bon,2016,Volkswagen,WW au Maroc,124999.5,Oui,3,Diesel,Fès,Manuelle,,99000.0
Fiesta,Excellent,2017,Ford,WW au Maroc,52499.5,Non,5,,Casablanca,Automatique,12 CV,208000.0
Doblo,Très bon,2019,Fiat,WW au Maroc,62499.5,Oui,5,,Rabat,Manuelle,6 CV,107000.0
Transit,,2017,Ford,WW au Maroc,87499.5,Oui,5,Diesel,Casablanca,Manuelle,,98000.0
TIPO,,2020,Fiat,WW au Maroc,72499.5,Oui,5,,Casablanca,Manuelle,10 CV,173000.0
Berlingo,Très bon,2018,Citroen,WW au Maroc,104999.5,Non,5,Diesel,Casablanca,Manuelle,,109000.0
C3,Très bon,2016,Citroen,WW au Maroc,104999.5,Oui,5,Diesel,Casablanca,,6 CV,98000.0
Classe C,Excellent,2016,Mercedes-Benz,Dédouanée,52499.5,,5,Diesel,Casablanca,,6 CV,88000.0
Transit,Très bon,2017,Ford,WW au Maroc,164999.5,Oui,5,Diesel,Meknès,,9 CV,360000.0
Transit,Très bon,2016,Ford,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,,10 CV,178000.0
Corsa,,2020,Opel,,42499.5,Non,,Diesel,Casablanca,,10 CV,160000.0
Transit,Très bon,2019,Ford,,124999.5,Non,5,,Casablanca,Manuelle,6 CV,160000.0
Octavia,Très bon,2016,Skoda,WW au Maroc,97499.5,Oui,5,,Casablanca,Manuelle,8 CV,153000.0
Dokker Van,Excellent,2018,Dacia,WW au Maroc,82499.5,Oui,3,,Rabat,Manuelle,8 CV,149000.0
Hilux,Bon,2017,Toyota,WW au Maroc,72499.5,Oui,5,,Casablanca,Manuelle,6 CV,103000.0
C1,Très bon,2011,Citroen,WW au Maroc,62499.5,,5,,Sidi Allal El Bahraoui,Manuelle,10 CV,198000.0
GOLF 5,Très bon,2005,Volkswagen,Importée neuve,77499.5,Oui,5,Essence,Oujda,Manuelle,,67000.0
i 10,Très bon,2010,Hyundai,WW au Maroc,144999.5,,,,Oujda,Manuelle,9 CV,78000.0
Range Rover Evoque,Excellent,2012,Land Rover,Importée neuve,154999.5,,,,Oujda,Manuelle,6 CV,61000.0
C-Elysée,6,2018,Citroen,WW au Maroc,134999.5,Oui,5,Diesel,Rabat,Automatique,,194000.0
190,,1990,Mercedes-Benz,,274999.5,,5,,Casablanca,Manuelle,6 CV,95000.0
Fiesta,Excellent,2012,Ford,WW au Maroc,184999.5,,5,Diesel,Ben Guerir,,8 CV,47000.0
Partner,,2006,Peugeot,,2499.5,,5,,Guercif,Manuelle,6 CV,85000.0
Aveo,Très bon,2007,Chevrolet,WW au Maroc,194999.5,Non,5,,Casablanca,Manuelle,7 CV,42000.0
C1,Très bon,2011,Citroen,WW au Maroc,124999.5,Non,5,,Tanger,Manuelle,6 CV,49000.0
R5,Bon,1992,Renault,WW au Maroc,22499.5,Oui,5,Essence,Tanger,,6 CV,50000.0
Yukon,Excellent,2015,GMC,Importée neuve,77499.5,,5,Essence,Oujda,Manuelle,,18000.0
320,Très bon,2011,76,,82499.5,,5,,Tanger,Automatique,35 CV,520000.0
Clio,Très bon,2021,Renault,WW au Maroc,52499.5,,5,Essence,Casablanca,Manuelle,,36000.0
classe_gle_coupe,Excellent,2016,Mercedes-Benz,Importée neuve,97499.5,Oui,5,,Kénitra,Automatique,6 CV,143000.0
Tucson,Excellent,2019,Hyundai,WW au Maroc,114999.5,Oui,5,Diesel,Rabat,Automatique,,520000.0
Hilux,,2019,Toyota,WW au Maroc,92499.5,,,,Rabat,Automatique,6 CV,276000.0
A4,Très bon,2007,Audi,Dédouanée,274999.5,Non,5,,Kénitra,Manuelle,10 CV,220000.0
pajero sport,Bon,2010,Mitsubishi,WW au Maroc,194999.5,Non,5,Diesel,Agadir,,8 CV,92000.0
Kangoo,Très bon,2013,Renault,WW au Maroc,374999.5,Oui,,,Temara,Manuelle,10 CV,90000.0
a3_sportback,Très bon,2019,Audi,WW au Maroc,114999.5,Oui,5,,Casablanca,Manuelle,6 CV,85000.0
207,Très bon,1991,Mercedes-Benz,Importée neuve,97499.5,,,,Casablanca,Automatique,8 CV,250000.0
Classe C,Très bon,1997,Mercedes-Benz,Dédouanée,164999.5,Non,5,Diesel,Tétouan,,9 CV,130000.0
A113,Très bon,2008,Chery,WW au Maroc,42499.5,Non,5,Diesel,Tanger,,8 CV,89000.0
Ateca,Très bon,2018,Seat,WW au Maroc,72499.5,,5,,Marrakech,Manuelle,6 CV,33000.0
Punto,Très bon,2010,Fiat,WW au Maroc,224999.5,Oui,5,Diesel,Casablanca,Automatique,,230000.0
Dokker Van,Très bon,2016,Dacia,,124999.5,,,Essence,Casablanca,Manuelle,,47000.0
X-Trail,Bon,2007,Nissan,WW au Maroc,474999.5,Non,5,Diesel,Casablanca,nan,,80000.0
Clio,Très bon,2019,Renault,WW au Maroc,72499.5,Oui,5,,Casablanca,Manuelle,9 CV,55000.0
Serie 5,Très bon,2013,BMW,WW au Maroc,164999.5,Non,5,,Fès,Manuelle,6 CV,108000.0
Santa Fe,Excellent,2017,Hyundai,WW au Maroc,114999.5,Oui,5,,Casablanca,Automatique,8 CV,148000.0
Clio,Excellent,2017,Renault,Importée neuve,124999.5,Non,5,,Casablanca,Automatique,9 CV,250000.0
C4,Très bon,2007,Citroen,WW au Maroc,184999.5,Non,5,,Casablanca,Manuelle,6 CV,94000.0
500,Excellent,2016,Fiat,WW au Maroc,97499.5,,3,Diesel,Casablanca,Manuelle,,58000.0
308,Excellent,2009,Peugeot,Importée neuve,224999.5,Oui,5,,Casablanca,Automatique,6 CV,100000.0
L200,Très bon,2021,Mitsubishi,WW au Maroc,82499.5,Oui,3,Diesel,Fès,Manuelle,,76000.0
Koleos,Excellent,2019,Renault,WW au Maroc,72499.5,Non,5,Diesel,Tahla,,10 CV,185000.0
super_ace,Excellent,2014,77,WW au Maroc,164999.5,Non,5,Diesel,Casablanca,,8 CV,265000.0
A3,,2021,Audi,,32499.5,,,Diesel,Agadir,Manuelle,,70000.0
Corolla,Bon,1999,Toyota,WW au Maroc,224999.5,Oui,5,,Tanger,Automatique,8 CV,540000.0
C-Elysée,Excellent,2014,Citroen,WW au Maroc,174999.5,,5,Essence,Agadir,Manuelle,,20000.0
TIPO,,2019,Fiat,,97499.5,,,,Safi,Manuelle,6 CV,79000.0
Arteon,6,2018,Volkswagen,WW au Maroc,87499.5,Non,5,Diesel,Casablanca,nan,,127000.0
Corolla,Bon,2004,Toyota,,374999.5,,5,Diesel,Fès,,8 CV,258000.0
Scenic,Très bon,2002,Renault,WW au Maroc,224999.5,Non,5,Diesel,Marrakech,Manuelle,,55000.0
Sandero,Excellent,2021,Dacia,WW au Maroc,17499.5,Oui,5,Diesel,Tanger,Manuelle,,58000.0
Uno,Bon,1999,Fiat,WW au Maroc,124999.5,Non,5,Diesel,Mohammedia,,6 CV,138000.0
TIPO,,2019,Fiat,,114999.5,,,Essence,Meknès,Manuelle,,19500.0
Fabia,Très bon,2014,Skoda,WW au Maroc,17499.5,Non,5,Diesel,Casablanca,nan,,132000.0
208,,2018,Peugeot,,134999.5,,,Essence,Laâyoune,Manuelle,,75000.0
Kangoo,Très bon,2017,Renault,WW au Maroc,144999.5,,5,Diesel,Casablanca,,7 CV,109000.0
Touareg,6,2013,Volkswagen,WW au Maroc,144999.5,,5,Diesel,Settat,Manuelle,,82000.0
Range Rover,Excellent,2015,Land Rover,WW au Maroc,144999.5,Oui,5,,Casablanca,Automatique,12 CV,155000.0
Logan,Très bon,2019,Dacia,,92499.5,Non,,Diesel,Casablanca,Automatique,,390000.0
Jazz,Très bon,2007,Honda,WW au Maroc,134999.5,Non,5,Diesel,Rabat,nan,,94000.0
Celerio,6,2011,Suzuki,WW au Maroc,194999.5,Oui,5,Essence,Casablanca,,8 CV,50000.0
megane_4,Excellent,2020,Renault,WW au Maroc,62499.5,Non,5,Essence,Mohammedia,,6 CV,52000.0
Clio,Bon,2014,Renault,WW au Maroc,154999.5,Non,5,,Asilah,Manuelle,6 CV,159000.0
307,Bon,2001,Peugeot,WW au Maroc,424999.5,Non,5,,Agadir,Manuelle,6 CV,85000.0
FREEMONT,Très bon,2018,Fiat,WW au Maroc,124999.5,Oui,5,Diesel,Agadir,Manuelle,,47000.0
Atos,Très bon,2010,Hyundai,,42499.5,,5,Diesel,Agadir,Manuelle,,135000.0
Range Rover,Excellent,2016,Land Rover,WW au Maroc,124999.5,Oui,5,,Casablanca,Manuelle,6 CV,40000.0
XC60,Très bon,2016,Volvo,WW au Maroc,62499.5,Oui,5,Diesel,Rabat,Automatique,,410000.0
classe_e_coupe,6,2019,Mercedes-Benz,Importée neuve,97499.5,Oui,3,,Rabat,Automatique,8 CV,220000.0
Classe A,Bon,2000,Mercedes-Benz,Dédouanée,274999.5,Non,5,Diesel,Rabat,Automatique,,590000.0
Touareg,Très bon,2019,Volkswagen,WW au Maroc,114999.5,Oui,5,,Khouribga,Manuelle,7 CV,42000.0
Serie 3,Excellent,2020,BMW,Importée neuve,67499.5,Oui,5,Diesel,Casablanca,,12 CV,485000.0
Accent,6,2018,Hyundai,WW au Maroc,154999.5,,5,Diesel,Rabat,Automatique,,550000.0
Toledo,Excellent,2014,Seat,WW au Maroc,124999.5,Oui,5,Diesel,Fès,,6 CV,110000.0
Megane 3,Très bon,2009,Renault,WW au Maroc,124999.5,Oui,5,,Fès,Manuelle,6 CV,98000.0
Kuga,Excellent,2014,Ford,,114999.5,,5,,Méchouar Fès Jdid,Manuelle,6 CV,78000.0
Dokker,6,2018,Dacia,WW au Maroc,12499.5,Non,3,,Casablanca,Manuelle,8 CV,148000.0
CLASSE ML,Très bon,2002,Mercedes-Benz,Dédouanée,224999.5,Non,5,Diesel,Casablanca,Manuelle,,122000.0
Aygo,,2012,Toyota,WW au Maroc,82499.5,Oui,5,Diesel,Casablanca,,12 CV,38000.0
Tucson,Très bon,2022,Hyundai,WW au Maroc,32499.5,Oui,5,Essence,Casablanca,Manuelle,,65000.0
Celerio,Excellent,2011,Suzuki,WW au Maroc,97499.5,Non,5,,Casablanca,Automatique,6 CV,350000.0
Picanto,Très bon,2005,Kia,WW au Maroc,104999.5,Oui,5,,Casablanca,Manuelle,6 CV,56000.0
Qashqai,Excellent,2016,Nissan,WW au Maroc,77499.5,Non,5,Essence,Casablanca,,6 CV,53000.0
407,Bon,2005,Peugeot,Importée neuve,17499.5,Non,5,Diesel,Rabat,Manuelle,,168000.0
Corolla,Très bon,2015,Toyota,WW au Maroc,114999.5,Non,5,Diesel,Khénifra,,8 CV,53000.0
MOKKA,Très bon,2022,Opel,WW au Maroc,7499.5,Oui,5,Diesel,Rabat,,5 CV,133000.0
Logan,,2016,Dacia,,144999.5,,,,Tanger,Automatique,7 CV,245000.0
Picanto,Très bon,2009,Kia,Dédouanée,97499.5,Non,5,Diesel,Fès,nan,,98000.0
Corsa,,2008,Opel,,104999.5,,,Essence,Casablanca,,6 CV,55000.0
Serie 7,Excellent,2009,BMW,WW au Maroc,194999.5,Non,5,Essence,Casablanca,Manuelle,,63000.0
L200,Excellent,2014,Mitsubishi,WW au Maroc,2499.5,Oui,5,Diesel,Tanger,Automatique,,125000.0
300,6,1984,Mercedes-Benz,Dédouanée,27499.5,Oui,5,Diesel,Kénitra,,4 CV,140000.0
GOLF 8,Très bon,2021,Volkswagen,Importée neuve,27499.5,Non,5,Essence,Tanger,Automatique,,135000.0
Legend,Excellent,2011,Honda,WW au Maroc,194999.5,,5,Diesel,Tanger,,8 CV,475000.0
Fiesta,,2015,Ford,WW au Maroc,82499.5,Oui,5,Essence,Rabat,Automatique,,95000.0
Tourneo,Très bon,2014,Ford,WW au Maroc,324999.5,Oui,5,Diesel,Casablanca,Manuelle,,98000.0
307,Très bon,2007,Peugeot,,224999.5,,5,Diesel,Settat,,9 CV,150000.0
Q5,Excellent,2017,Audi,Dédouanée,42499.5,Oui,5,,Casablanca,Manuelle,6 CV,72000.0
Corolla,Très bon,2016,Toyota,WW au Maroc,144999.5,Non,5,Diesel,Tanger,Automatique,,505000.0
Focus,Excellent,2016,Ford,WW au Maroc,104999.5,Non,5,Diesel,Rabat,Manuelle,,136000.0
Fiesta,Excellent,2016,Ford,WW au Maroc,124999.5,Non,5,Diesel,Fès,Manuelle,,142000.0
Focus,Très bon,2017,Ford,WW au Maroc,42499.5,Oui,5,Essence,Salé,Manuelle,,86000.0
Fiesta,Très bon,2018,Ford,WW au Maroc,104999.5,Non,5,Diesel,Casablanca,Manuelle,,137000.0
Ducato,Excellent,2019,Fiat,WW au Maroc,92499.5,Non,5,Diesel,Oujda,Manuelle,,123000.0
C15,Excellent,1993,Citroen,WW au Maroc,224999.5,Non,5,Diesel,Casablanca,,9 CV,169000.0
i 30,,2012,Hyundai,,174999.5,,,Diesel,Azemmour,,7 CV,30000.0
SEICENTO,Très bon,1999,Fiat,Dédouanée,154999.5,Oui,5,nan,Casablanca,,8 CV,76000.0
190,Très bon,1990,Mercedes-Benz,WW au Maroc,114999.5,Non,5,,Rabat,Manuelle,6 CV,38000.0
C-HR,Très bon,2021,Toyota,WW au Maroc,52499.5,Oui,5,,Fès,Manuelle,8 CV,42000.0
Corolla,Excellent,2013,Toyota,,144999.5,Non,,Hybride,Casablanca,Automatique,,225000.0
RAV 4,,2006,Toyota,,224999.5,,,Diesel,El Jadida,nan,,110000.0
